Name,AlbumId,MediaTypeId,GenreId,Composer,Milliseconds,Bytes
Late score.,344,2,7,Kevin Miller,161544,5697261
President measure.,430,5,2,Aaron Gilbert,344215,6022376
All.,956,5,5,Francisco Nguyen,234189,6326184
Work relationship.,91,4,5,Billy Williams PhD,160164,5488258
Its.,634,1,3,Deborah Fernandez,272506,4712569
Board.,563,5,2,Brittany Turner,235356,2161631
Onto.,402,5,7,Jeremiah Prince,345836,4694834
Member.,591,1,5,Shelia Padilla,321931,4083813
Month pay.,852,4,5,Angela Young,333983,6026582
Month.,475,3,2,Laura Moore,209365,3049417
Energy message.,187,4,8,John Smith,186949,6467749
Leave some.,304,5,7,Carl Taylor,340653,6758226
General.,114,4,3,Tiffany Shaw,288231,3171944
Forward task.,415,3,8,Becky Munoz,207377,1737531
Entire.,916,2,2,Kelly Holt,235136,6774878
Question agent.,507,3,4,Laurie Sutton,268598,2149430
Authority tell.,951,1,6,Erica Williams,163864,1190709
Economic today.,75,5,7,Aaron Rodriguez,209388,2293021
Indeed expect.,811,5,6,Stacy Collins,184646,5446749
Already.,10,2,5,Barry Riley,389032,1547370
Consider.,530,2,3,Kyle Martin,190361,3889766
Keep.,832,5,2,Mike Rodriguez,231928,5623692
Series generation.,189,2,3,Debra Sullivan,369021,3456349
Color.,931,4,9,Evelyn Stephens,124543,6170082
Standard something.,574,1,5,Benjamin Ortiz,105388,1151166
Site.,20,5,9,Christine Lane,309051,2790971
Relationship.,347,5,2,Christine Walsh,264972,1253055
Garden.,135,1,9,Angela Mason,127796,3908534
Paper.,166,5,2,Jeremy Moore,125466,6181911
Treat.,334,5,5,Albert Wilson,305287,1568820
Local.,229,2,4,Justin Hall MD,375434,3215143
Worry long.,477,5,2,Patricia Miller,71162,3588880
Understand.,108,2,3,Emily Parks,151708,1619950
Only.,226,5,2,Justin Perez,377071,2220047
Century page.,59,1,9,Mrs. Natalie Foster,380962,4609469
These.,205,1,2,Chelsea Shaw,72606,1791717
Benefit.,821,5,2,Michael Ford,140750,2263174
Majority foot.,372,5,8,Gregory Phillips,191796,3742499
Everything professor.,881,4,4,Nicholas Clark,92754,4245791
Each reason.,120,5,1,Jason Gonzales,320756,6155066
Education.,457,1,9,Pamela Mcpherson,86799,3254622
Our.,12,5,9,Daniel Taylor,160132,5452631
Protect anyone.,759,2,5,Jorge Patrick,157412,6071783
Material.,537,3,8,Mark Jackson,287983,3824769
Air better.,792,4,8,Alicia Gates,217104,3010185
Raise after.,86,5,8,Ashley Gilbert,75940,1919122
Daughter.,174,1,4,Erik White,132031,4692259
Give play.,513,2,6,Sandy Rogers,229219,3532788
Lot speak.,926,3,4,Jason Gentry,169717,5184844
Note.,693,1,1,Russell Robinson,308196,6761051
Option.,230,3,1,Vincent Rivers,390970,6084251
However.,262,2,9,Joseph Monroe,120848,3871524
Push girl.,464,4,1,Thomas Lyons,339479,6779297
Represent.,110,4,3,Michael Bailey,206924,3372255
Space data.,982,1,2,Jamie Lucero,395036,4693928
Describe.,616,3,5,Nichole Gutierrez,310595,5075864
Take.,402,5,7,Brandon Weaver,363518,6442941
Government TV.,214,3,7,Kevin King,285675,1671806
Hotel.,971,5,1,Adam Barnett,68901,4135086
Chair.,39,1,5,Anna Watkins,276294,6813077
These anything.,803,3,5,Aaron Smith,106361,4186656
Through difference.,633,1,4,Andre Elliott,387032,2418100
Dream religious.,238,4,3,Danny Briggs,132727,6623532
They inside.,288,1,6,Darlene Newman,102607,2887740
Truth pretty.,947,1,6,Cassandra Reid,201490,6787425
Generation thought.,125,4,9,Vanessa Cook,292124,5509806
Exist for.,542,1,10,Katherine Hunter,160081,2635297
Summer plant.,985,4,4,Eric Perez,375512,1452437
Environment others.,223,2,6,Darrell Wolfe,161102,1705695
Record idea.,578,3,9,Tracy Johnson,167231,5153765
Low.,227,1,8,Kelly Chavez,398610,3083887
Whether.,137,1,3,Mr. Carlos Miller,282101,5984533
Floor class.,229,3,3,David Lopez,104005,2777976
Show attention.,945,4,4,Mark Robinson,192938,4297433
Theory.,742,1,8,Justin Campos,121160,5882902
End during.,464,2,5,Christopher Hall,233672,3342728
Age conference.,463,3,8,Valerie Rodriguez,62590,6261106
Customer.,140,5,7,Miss Savannah Knox,272792,3001522
Fast.,849,1,6,Dillon Kline,180025,3997075
Speak despite.,536,5,9,Samuel Holmes,95817,5496282
Bill.,150,2,7,Taylor Ortega,373343,5710420
Notice.,869,1,1,Casey Washington,159262,6030677
Specific we.,220,4,5,Kelsey Lane,191148,1761529
Perhaps ready.,849,5,8,Anne Anderson,160393,6537515
Machine still.,6,3,3,Rebecca Patterson,239687,1303056
I surface.,179,3,5,Victor Owen PhD,68954,6702764
Way.,450,2,6,Wanda Bryant,362189,1191226
Site.,753,1,7,Julian Weeks,151908,4723481
Class.,972,2,10,Catherine Gonzalez,199692,1709557
Reason rate.,230,3,10,Stephanie Nolan DVM,215066,1795949
Should.,622,1,3,Mark Flores,387904,4463760
Where.,754,1,7,Gina Gilbert,276887,5143625
Still.,130,2,6,Madison Ryan,380600,5020210
Region such.,741,5,1,Miranda Wright,195666,4992291
Represent final.,594,5,8,Kendra Reynolds,198962,1165813
Exist thousand.,4,3,7,Ellen Douglas,188774,1994439
Between street.,973,2,4,Jennifer Harris,202497,5486065
Forget.,477,3,1,Natalie Hill,236790,6712061
Go front.,483,5,4,Nicole Stevenson,369805,4484411
Company so.,230,1,8,Nathan Johnson V,383339,6656031
Month.,516,1,2,Jessica Williams,170960,6693117
Something.,2,3,8,Zachary Yates,388990,4000692
Vote.,161,3,4,Randy Henderson,138644,4076052
Continue.,990,5,6,Christine Garcia,197703,6157494
Fall reflect.,389,5,7,Robert Garcia,375541,5184199
Responsibility.,644,4,10,Stephanie Suarez,265517,2142662
Particularly Mr.,141,1,5,Lisa Schmidt,104016,4491528
Oil sign.,594,5,5,Ashley Phillips,369968,5475542
Many north.,371,4,5,Zachary Cooper,85090,2228078
Particular.,11,1,3,Amanda Adams,217865,4400904
Far represent.,587,5,5,Jack Johnson,268472,4818599
Purpose.,408,5,6,Gavin Ortiz,314317,4671593
Capital.,847,3,4,Janet Howell,372353,1756577
Center.,665,5,9,George Boyd,189179,6821095
Six.,313,5,9,Eric Hawkins,356068,3373089
Remember production.,981,2,5,Dale Dickerson DVM,114695,5565448
Throughout.,1000,3,3,Stacie Thomas,365013,5695216
Through.,727,2,1,Jeffrey Allen,206549,6138582
Machine.,274,4,4,David Robinson,71359,6326684
Without.,176,2,9,Emily Lucas,77120,1717209
Study.,844,4,8,Katherine Herring,181707,1753945
Staff family.,811,1,9,Christopher Jarvis,67649,4456971
Professor.,803,2,8,Debra Jones,365641,3720324
Argue thus.,200,2,5,Heather Parker,330257,6850396
Face light.,85,5,3,Stephen Palmer,206730,1541179
Partner glass.,597,2,4,Nicholas Guzman,86800,2086108
Purpose.,899,2,4,Brian Wilkerson DDS,291497,1045462
Conference.,995,1,7,Robert Rodriguez,238940,1852790
Particularly beyond.,110,1,2,Robert Anderson,218733,4935094
Much art.,503,4,3,Mark Hall,160994,1605083
Life upon.,896,3,3,Vanessa Vazquez,125427,5532022
Where able.,252,3,9,Debra Burke,337315,2316766
Administration situation.,91,4,10,Brianna Moore,341828,6861251
Task.,531,5,6,William Mcdonald,236193,6557281
Of.,29,2,4,Lisa Miranda,218388,2996318
Just experience.,438,5,10,Ronald Duran,148370,1332156
Enjoy majority.,75,2,5,Tyrone Martinez,313757,4005986
Industry phone.,926,1,4,Yolanda Richardson,91648,5535060
Dark.,335,4,8,Caitlyn Jimenez,198441,3204598
Pressure.,480,2,1,Sandra Rush,109694,1863261
Firm peace.,870,3,5,Bruce Dawson,231831,3168198
Easy leave.,386,4,10,Cynthia Yoder,150096,1096058
Manager.,396,2,6,Steven Moore,234670,4939989
Significant lose.,555,4,8,Jason Lopez,279123,2484280
Course seven.,102,1,6,Frederick Johnston,367701,1520183
Republican.,556,4,10,Fernando Steele,158373,2925183
Rock.,735,3,1,Lisa Ramos,378654,4348035
Forget.,862,3,1,Mark Pugh,311576,4183712
Phone work.,752,3,4,Leah Thompson,90404,4706684
Discuss.,815,4,10,Mitchell Wood,274269,6827459
Offer.,827,5,8,Todd Gentry,211896,3951721
Art government.,457,5,5,Nicole Mcdonald,394002,2165653
Throughout on.,438,1,1,Thomas Wilson,152424,3382178
Upon bar.,863,5,1,George Allen,292786,4450690
Line.,109,1,2,Chad Campbell,152752,5246288
Tonight news.,825,1,8,Kayla Thomas,114501,6252753
I build.,117,4,5,Benjamin Erickson,322912,2844609
Sort occur.,881,5,7,David Jones,345453,3257828
Opportunity.,521,5,8,Bridget Davis,265237,2385439
Those.,655,4,10,Dean Brown,137507,2746094
Happy.,155,3,7,Lori Travis,356441,6109598
Performance.,261,4,9,Paul Hale,178940,6997327
Stay various.,740,4,3,Megan Young,269262,3217209
Pay away.,227,5,8,Robert Rodgers MD,375460,5083854
Expert issue.,355,5,1,Daniel Robbins,231889,5282912
Entire move.,769,3,8,Kristen Mcguire,179295,2557437
Decision main.,906,3,1,Nicholas Richardson,159651,1622087
Do save.,899,3,6,David Silva,379225,3627264
Summer choice.,580,5,4,Pamela Robinson,385623,2813139
Prove.,925,3,6,Dennis Dudley,221802,4389516
That.,4,1,6,David Oconnell,397911,4283080
Receive.,772,4,8,Katherine Lee,290600,6678063
Successful.,139,4,8,Susan Hodges,196818,5253340
Watch.,882,5,3,Sierra Todd,162481,4811677
Instead court.,224,1,8,Michele Mendoza,267248,4296303
Approach.,196,2,9,Joshua Decker,168534,2184874
Just.,235,2,1,Joshua Baker,341232,3498848
Police whose.,64,1,5,Andrew Mccoy,245503,6261366
Week set.,343,1,9,Richard Bruce,161317,3519578
List prevent.,288,2,1,Angel Hill,174004,1551963
All.,405,3,4,John Walker,395434,1139745
Expect dream.,46,1,7,Leroy Andrews,194543,3611242
Leader.,848,2,7,Sonya Anderson,293898,1676951
Expert.,128,2,8,Megan Morrison,183341,2089495
Rest.,441,3,6,Sarah Montgomery,346631,5468623
Wall brother.,212,4,8,Stacie Johnson,202986,1480325
Item.,874,5,2,Juan Dixon,128354,6880701
Night answer.,575,2,2,Sarah Burton,245021,6371348
Itself business.,384,5,8,Morgan Juarez,318598,6282341
Time reduce.,923,5,8,Robert Thompson,349318,5874191
Peace.,386,5,6,Dakota Dickerson,149240,4038818
American.,46,2,6,Joshua Garcia,299737,4042967
Over.,982,3,9,Shannon Weber,191802,1132805
Information.,804,1,3,Kayla Nguyen,80113,3937911
While individual.,598,5,5,Kevin Gonzalez,183138,6760175
Conference.,543,1,5,Joshua Taylor,372563,6252491
Herself.,288,2,1,Courtney Taylor,82380,2341088
Anyone turn.,178,5,10,Jennifer Salazar,186226,5657264
Speech.,388,1,6,John Bruce,372044,1994846
Your claim.,588,2,1,Debbie David,296384,5869701
Bit.,387,5,7,Anthony Fuentes,226663,6883924
Under.,889,3,3,Christine Smith,240196,5921586
Model.,46,4,1,Heather Chang,186659,6267684
Region.,662,2,10,Lisa Villa,180185,5331922
Seat.,950,5,4,Emily Rowe,290138,6813393
Particular her.,794,2,4,Thomas Ferguson,209788,6846179
Sister when.,768,4,4,Jason Myers,216684,1230108
Tree tend.,598,5,8,Michael Campbell MD,113702,4705369
Yes dream.,353,4,8,Gina Jones,132103,1379802
Seem.,259,4,9,Paul Clarke,258111,6057192
Stop.,158,5,1,Nicholas Williams,334079,3224047
Without focus.,585,2,10,David West,223576,2478934
Many.,20,3,9,Christina Spencer,292352,6092419
Provide.,225,5,2,Joseph Mcdonald,263989,5372924
Guy.,687,2,2,Helen Ray,269527,4270973
So.,14,5,10,Dustin Sanders,318294,2753120
Something.,507,3,7,Jeremy Henry,175098,1461843
Heavy in.,812,1,3,Katrina Kim,318228,4565965
Health number.,251,5,3,Darrell Young,301638,1184205
Right.,804,5,2,Aaron Patrick,290852,4781218
If career.,549,5,3,Ryan Martin,345162,5281866
Challenge several.,768,1,5,Martin Kelly,218947,4597371
Recently.,682,5,5,Brian Hart,315989,2622144
High.,721,5,2,Tonya Rogers,242421,5029544
Run ago.,7,3,4,Ashley Mejia,126617,4267909
Room situation.,629,3,10,Kenneth Jones,368491,1873183
Key.,69,3,3,Melissa Snyder MD,179694,1931871
Hope.,433,5,5,Donald Gentry,185096,5412934
Position relate.,722,3,10,Debbie Moss,205105,1241885
Reality religious.,999,4,5,Melanie Weber,390316,3011583
Size off.,271,3,9,Sophia Willis,310920,5783641
Write.,488,1,2,John Williams,117848,4016815
Save window.,532,3,4,Kathleen Russell,296972,4770121
Politics.,437,5,7,Logan Wood,66573,3835318
Deep future.,6,1,10,Monica Green,203480,6822752
How.,3,5,3,Kenneth Wolf,231878,3527753
Magazine voice.,827,3,5,Terry Rasmussen,399154,6990847
Blue.,403,4,9,Brandi Vazquez,62289,5955300
Scientist.,172,4,7,Jennifer Rubio,132006,1091372
Success eye.,555,2,8,Steven Holland,159492,1357533
Discover treat.,754,3,2,Laura Robinson,122546,1586691
Water watch.,276,4,2,Andrew Pierce,73783,3506624
What.,791,1,7,Christina Brown,250007,2633816
Number.,176,2,1,Kim Savage,154381,1272544
In.,833,2,5,Amber Ochoa,76436,6353867
Officer stage.,489,3,8,Victor Hodge,104722,6678549
Move.,9,3,7,Emily Delacruz,121076,1777619
Knowledge where.,958,5,1,Diana Osborne,372482,4797163
Painting top.,28,4,1,William Price,365290,1987166
Life head.,480,3,9,Ashley Hernandez,293124,1588582
Energy cost.,82,3,1,Mark Patterson,68271,2591695
Soldier five.,828,5,4,Bobby Contreras,224260,2265697
Away story.,34,2,3,Mark Hall,248338,1574566
Serious.,53,3,3,Nathaniel Washington,216621,6381436
Cold.,346,5,9,Robert Juarez,316613,5223575
Believe their.,785,2,6,Angela Vaughn,230250,3261272
Line.,225,4,1,Jonathan Malone,85442,4030569
Green.,445,3,3,Elizabeth Reeves,366247,2071524
Suddenly food.,863,3,8,Rachel Davis,103757,4645061
Country fly.,883,1,8,Allen Rogers,322445,2419164
Camera.,679,1,1,Richard Smith,116970,1471286
Road how.,356,2,1,Vanessa Bryan,262549,1395519
Fact trouble.,380,4,5,Nicholas Myers,369262,4341663
Direction along.,362,4,6,Michael Stewart,91344,3507961
Let game.,381,5,9,Sandra Smith,275676,1835500
Upon find.,812,4,8,Anthony Perez,110476,3597604
Sense.,811,4,6,Russell Jackson,210076,3281446
Throw try.,85,4,1,Tonya Patterson,369092,4706882
Even sort.,781,5,7,Daniel Foster,382630,2219045
Control remember.,574,4,7,Michael Moore,147865,6360005
Church.,813,4,4,Charles Summers,162807,2288726
Capital protect.,290,2,7,Kenneth Moore,204812,4893699
Surface see.,978,5,10,Kayla Goodwin,75526,3530612
Heart.,139,2,5,Erik Barrett,319621,1013558
Soon.,882,3,7,Adam Sanchez,223944,6196209
Carry measure.,689,5,10,Amanda Kane,288953,6700916
Success reveal.,156,4,7,Jamie Rodriguez,395056,1973001
Between exist.,158,1,5,Carrie Moreno,353361,2667720
After party.,907,3,10,Jon Jones,223004,5440340
Number.,745,1,6,Scott Cooper,248303,3335724
Fall school.,760,5,9,Michael Oconnor,251086,5741686
Number.,818,2,9,Sharon Jenkins,184230,3661460
Scientist.,26,3,1,Trevor Green,171102,4880258
Hot.,973,4,8,Matthew Lopez,240390,4604932
Teacher whatever.,167,3,9,Ricardo Salinas,223346,4049682
Key.,430,3,5,Michael Roberts,213013,3800018
Chair.,333,4,9,Nicholas Lamb,132844,2139282
Another.,427,1,1,Jill Pace,155339,3206919
Study.,616,3,9,Ashley Johnson,87325,3856158
Rate.,400,5,6,Scott Wright,385176,6552764
Its family.,41,2,6,Ashley Lopez,284675,5282566
Energy.,704,1,9,Elizabeth Barry,129601,4185510
Brother.,926,5,2,Dorothy Fox,126129,6245834
My.,352,5,5,Stephen Fox,391163,6899436
Thus.,250,1,2,Karen Mcconnell,245084,2846556
Radio with.,505,5,8,Bruce Adams,154003,3549446
Effort.,516,4,8,Mark Hall,191035,4318544
Already.,146,5,8,Debra Lynch,78777,6157406
Prevent option.,628,2,5,Amber Sanford,208007,2652410
I.,631,4,10,Kim Webb,133824,2860871
Miss than.,869,4,6,Shane Perry,168955,5782105
Today develop.,604,1,3,Pamela Horton,163070,3808197
Baby.,122,4,9,Debra Woodward,156876,1289893
Job business.,701,5,4,Michael Hill,254904,4444309
Tonight see.,685,5,1,Jane Harrell,97732,1407752
Candidate investment.,902,1,2,Teresa Perez,200546,5249002
Edge image.,520,1,1,Elizabeth Ramirez,115332,4182628
Different.,986,2,7,Michael Sanchez,236124,3650059
Now on.,179,2,6,Terry Montgomery,225243,1366716
Read skill.,742,4,2,Anthony Holloway,103903,4579981
Hair start.,664,1,7,William Douglas,188795,4403415
Article make.,473,4,4,Mr. Michael Simpson,110778,2903888
Seat political.,257,5,10,Brandy Dominguez,89075,6644423
Large.,980,4,1,Daniel Garcia,180918,6189361
Good.,298,2,8,Thomas Kent,72742,3846167
Need note.,816,2,8,Heather Obrien,317135,4482261
Game.,765,1,5,Sarah Rojas,246890,6596643
Weight.,61,4,10,Aaron Rocha,331431,3291428
Realize early.,703,5,6,Connor Olson,151405,2526853
Listen quickly.,603,1,1,Joseph Mcmillan,287752,2803057
Executive area.,464,4,5,John Patrick,126135,5035562
Week.,43,4,3,Kayla Mendoza,263197,5989520
Debate.,117,1,3,Joel Rivera,101212,5002537
Interest serve.,611,1,10,Mindy Jacobs,142815,2012332
Past.,854,5,9,Martin Anderson,242680,1163006
Health.,237,2,2,Heather Johnson,94607,6844977
Production face.,489,3,10,Barbara Pope,140889,4865854
Real moment.,43,4,9,Tyler Barnett,335321,2376384
Describe stuff.,151,3,2,Lisa Harris,81215,3668411
Turn trip.,704,3,2,Lisa Wilson,341829,3989843
Explain.,165,4,1,Alyssa Brown,286532,1916629
Strategy.,26,2,3,Kristina Gomez,257659,4003303
Choose group.,646,5,8,Ian Mosley,197931,2432762
No.,80,4,8,Melissa Boyle,213919,2772781
White.,834,2,5,Gary Smith,197611,6055161
Anything.,134,1,5,Adam Williams,395359,1275758
So.,566,3,6,Michael Sawyer,274407,5822421
Expert.,600,2,10,Joann Sullivan,234511,2158703
Great same.,522,3,3,Christopher Fischer,203976,2075430
Sense health.,176,3,5,James Miller,163166,5735171
Country professor.,192,2,10,Cindy Smith,338461,4494594
Medical.,726,2,2,Caitlyn Torres,253837,4210293
If morning.,964,4,6,Lisa Hoffman,282707,1354855
Report.,397,4,4,Teresa Schneider,292294,4448940
Matter nothing.,845,5,4,Sharon Scott,286005,5228887
Performance employee.,517,5,2,Michelle Cantu,176199,2257654
Community Congress.,54,2,6,Diane Hawkins,325453,5411116
Explain.,529,2,9,Robert Martinez,95253,6400142
Until.,862,4,6,Diane Contreras,136268,3166882
None issue.,919,4,3,Shelby Ferguson,321842,2200070
Hospital.,12,2,8,Mr. Jason Ward,185753,4617621
Prove conference.,391,2,6,Leah Hernandez,178241,4432928
Focus.,722,5,5,Felicia Jones,109418,5142180
Nation leg.,696,4,9,Peter Ross,276797,3064593
Current.,968,5,6,Monique Kelley,143384,6548407
Call mention.,762,2,4,Kaitlin Wang,100641,1168552
Career.,952,5,7,Teresa Espinoza,327606,2499591
Major religious.,630,5,3,Kimberly Cook,383125,3415818
Service.,438,1,4,Rick Cunningham,294563,4206324
Site.,940,3,9,James Hansen,183338,5456312
Garden.,588,5,9,Wanda Sanchez,117223,5779664
Go.,892,2,9,Richard Howard,183873,3872090
Increase.,345,1,2,Donald Rivera,81128,6628132
Can.,717,4,5,Daniel Perez,155477,1700765
Money.,845,1,5,Ashley Price,284202,2825443
Activity prove.,431,2,6,Shelly Mercado,230492,5364357
Later.,118,5,6,Gregory Watkins,297415,6158329
Hope.,579,1,1,Kelly Alexander,98162,5929835
Instead.,423,5,2,Reginald Taylor,237761,6633346
Off.,202,5,10,Matthew Black,132056,3769745
Rate.,188,1,9,Alexis Ortega,160863,5035485
Service.,755,3,3,Bridget Nielsen,279735,2810210
Figure main.,818,2,7,Timothy Ashley,339152,6172769
Serious.,790,4,9,Cindy Graham,285531,1041972
Media.,647,5,2,Dalton Phillips,128136,3886874
Speak.,140,1,5,Donald Webb,258671,4463085
Any for.,198,1,4,Alex Elliott,278146,4249645
Tell save.,162,4,9,Sean Pugh,278139,3827910
Language memory.,673,3,7,Anna Tran,211177,1566471
Program.,961,1,2,Andrea Sherman,116261,1562130
Individual those.,880,4,8,Elizabeth Foster,250777,6899754
He.,288,2,2,Rebecca Wallace,87101,3306563
Friend apply.,857,2,9,Amber Moody,301035,1238099
Appear.,300,4,7,Kylie Moore,91411,1726759
Step.,705,5,5,Danielle Hartman,85977,2627964
Study.,560,3,5,Tyler Lynch,339987,4099471
Girl.,959,4,1,Regina Chan,345729,2323507
Street high.,94,3,4,Rebecca Jennings,148005,2036108
Even.,436,3,2,Shawn Duncan,359864,5656289
Quite.,435,5,1,Ellen Robbins,296517,6240862
Show.,825,2,6,Jasmine Alexander,81509,5209574
Clear teach.,360,2,7,Vanessa Wright,160336,2337039
Study.,911,3,6,Erika Mullen,375649,5405771
Perform sort.,37,3,5,Diane Williams,241791,1799616
Adult.,726,4,6,Brittany Hall,151370,4881201
Friend well.,303,3,5,Lance Glover,268108,2445667
Approach almost.,57,5,7,Jerome White,109644,1913434
Cup example.,312,4,5,Andrew Moore,219605,4387293
Thank away.,190,4,5,Joshua Klein,229555,1016233
Rate.,233,5,5,Kayla Garcia,86274,1186278
Certain.,435,3,5,Alexander Robinson,153447,3655152
Campaign.,82,5,10,Joseph Wilson,185328,5061745
Series would.,261,3,3,Shawn Garcia,98535,6542749
Attorney.,490,2,6,Debra Jackson,62125,4901401
Truth.,887,3,3,Kimberly Jensen,288448,6958351
Discuss life.,125,1,1,Glenn Perez Jr.,383471,3162236
Effort spring.,702,3,10,Riley Mccarthy,250430,3025492
Race.,365,1,9,Jeffery Oneill,177670,5471746
Important song.,61,1,9,Adam Vasquez,245986,2119107
Several.,218,1,9,Megan Banks,74467,1494952
Together.,225,1,4,Elizabeth Walker,113380,1766093
Bad course.,5,4,4,Michelle Mendez,363948,4604830
True state.,80,5,7,Patrick Curry,98840,3158052
Maybe as.,629,3,4,James Harrell,85882,3074684
Bank learn.,837,2,6,Jessica Brown,142866,6030543
Alone.,682,2,2,Benjamin Frey,197128,4781331
Market administration.,27,1,8,Derrick Arroyo,353049,4974419
Newspaper.,326,3,5,Jason Bauer,312200,5479458
